QGC WPL 110
0	1	0	16	0	0	0	0	46.614373978827494	142.81195176029917	846.220000	1
1	0	3	22	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	0.00000000	3.000000	1
2	0	3	16	0.00000000	0.00000000	0.00000000	0.00000000	46.614373978827494	142.81195176029917	3.000000	1
3	0	3	16	0.00000000	0.00000000	0.00000000	0.00000000	46.61409950898431	142.81187665844575	3.000000	1
4	0	3	16	0.00000000	0.00000000	0.00000000	0.00000000	46.614129543014364	142.81177004063832	3.000000	1
5	0	3	16	0.00000000	0.00000000	0.00000000	0.00000000	46.6143194545353	142.8118042388033	3.000000	1
6	0	3	16	0.00000000	0.00000000	0.00000000	0.00000000	46.61432730986105	142.8116801866362	3.000000	1
7	0	3	16	0.00000000	0.00000000	0.00000000	0.00000000	46.614136936205924	142.8116379418444	3.000000	1
8	0	3	16	0.00000000	0.00000000	0.00000000	0.00000000	46.61415541910591	142.8114971258711	3.000000	1
9	0	3	16	0.00000000	0.00000000	0.00000000	0.00000000	46.61443035164255	142.81156418109614	3.000000	1
10	0	3	16	0.00000000	0.00000000	0.00000000	0.00000000	46.614373978827494	142.81195176029917	3.000000	1
11	0	3	21	0.00000000	0.00000000	0.00000000	0.00000000	46.614373978827494	142.81195176029917	3.000000	1
